110,12
120,12
130,12
140,8
210,12
220,12
230,12
240,12
250,12
260,12
270,8
320,8
330,8
350,9
353,10
356,11
370,9
380,11
410,12
440,9
510,7
540,7
570,12
610,12
620,11
710,11
750,11
810,9
840,12
9999,12
470,9
520,9
530,9
490,9
880,9
580,9
550,9
601,9
602,9
355,9
511,9
420,12
